Idx_Sample,Mixture Type,Additive Type,SiO2 (%),Al2O3 (%),Fe2O3 (%),CaO (%),MgO (%),LOI (%),Coarse Cggregate (kg/m3),Fine Aggregate (kg/m3),Initial Curing Temp (℃),Final Curing Temp (℃),Nano-Additive (kg/m3),Partical Size (nm),Additive Purity (%),28-d Cubic compressive strength (MPa)
229,Concrete,nano-SiO2,62.5,17.1,2.5,2.05,0.95,0.95,1249,582,27,27,8.74,,99.35,26.7
230,Concrete,nano-SiO2,62.5,17.1,2.5,2.05,0.95,0.95,1249,582,27,27,13.11,,99.35,30.04
231,Concrete,nano-SiO2,62.5,17.1,2.5,2.05,0.95,0.95,1249,582,27,27,17.48,,99.35,25.8
232,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,0,20,98.61,
233,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,4.5,20,98.61,
234,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,9,20,98.61,
235,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,13.5,20,98.61,
236,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,0,20,98.61,
237,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,4.5,20,98.61,
238,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,9,20,98.61,
239,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,13.5,20,98.61,
240,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,0,20,98.61,
241,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,4.5,20,98.61,
242,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,9,20,98.61,
243,geopolymer,nano-SiO2,57.34,22.05,7.92,2.71,1.79,,0,1350,90,23,13.5,20,98.61,
244,mortar,nano-SiO2,53.4,35.498,2.86,2.281,2,,0,613.6,20,20,0,30,99.7,58.34
245,mortar,nano-SiO2,53.4,35.499,2.86,2.28,2,,0,613.6,20,20,2.16,30,99.7,59.42
246,mortar,nano-SiO2,53.4,35.499,2.86,2.28,2,,0,613.6,20,20,4.34,30,99.7,61.21
247,mortar,nano-SiO2,53.402,35.524,2.855,2.269,2,,0,613.6,20,20,6.5,30,99.7,64.16
248,mortar,nano-SiO2,53.4,35.497,2.861,2.282,2,,0,613.6,20,20,8.67,30,99.7,63.89
249,mortar,nano-SiO2,53.4,35.497,2.861,2.282,2,,0,613.6,20,20,10.84,30,99.7,61.21
250,Concrete,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,1000,750,,,0,25,,37.22
251,Concrete,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,1000,750,,,4.5,25,,36.55
252,Concrete,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,1000,750,,,9,25,,39.74
253,Concrete,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,1000,750,,,13.5,25,,50.57
254,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,0,80,99.8,20.61
255,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,0,80,99.8,23.5
256,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,0,80,99.8,29.03
257,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,0,80,99.8,34.61
258,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,1,80,99.8,22.67
259,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,1,80,99.8,27.02
260,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,1,80,99.8,31.93
261,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,1,80,99.8,35.6
262,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,2,80,99.8,24.73
263,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,2,80,99.8,30.6
264,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,2,80,99.8,33.38
265,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,2,80,99.8,37.8
266,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,3,80,99.8,25.6
267,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,3,80,99.8,32.8
268,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,3,80,99.8,35.7
269,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,3,80,99.8,41.9
270,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,4,80,99.8,27.76
271,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,4,80,99.8,35.8
272,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,4,80,99.8,38.6
273,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,4,80,99.8,44.1
274,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,5,80,99.8,29.47
275,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,5,80,99.8,38.4
276,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,5,80,99.8,44.1
277,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,5,80,99.8,46.7
278,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,6,80,99.8,30.9
279,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,6,80,99.8,40.2
280,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,6,80,99.8,47.8
281,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,6,80,99.8,49.2
282,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,7,80,99.8,28.3
283,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,7,80,99.8,37.5
284,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,7,80,99.8,42
285,mortar,nano-SiO2,37.04,15.22,0.51,37.71,6.84,0.32,,100,23,23,7,80,99.8,46.2
286,Concrete,nano-SiO2,65.598,15.548,10.638,2.78,2.344,0.794,986.5,657.6,23,23,0,,98.2,38.12
287,Concrete,nano-SiO2,65.598,15.548,10.638,2.78,2.344,0.794,734,489.3,23,23,10,,98.2,46.36
288,Concrete,nano-SiO2,65.598,15.548,10.638,2.78,2.344,0.794,731.1,487.4,23,23,15,,98.2,49.38
289,Concrete,nano-SiO2,65.598,15.548,10.638,2.78,2.344,0.794,728.1,485.3,23,23,20,,98.2,48.11
290,mortar,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,0,100,23,23,0,12,99.5,40.5
291,mortar,nano-SiO2,39.775,11.052,1.065,34.988,8.194,0.169,0,100,23,23,0,12,99.5,42.7
292,mortar,nano-SiO2,41.057,10.798,1.092,34.106,8.031,0.244,0,100,23,23,0,12,99.5,36.5
293,mortar,nano-SiO2,42.339,10.544,1.119,33.225,7.868,0.318,0,100,23,23,0,12,99.5,41.7
294,mortar,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,0,100,23,23,2,12,99.5,35
295,mortar,nano-SiO2,37.21,11.56,1.01,36.75,8.52,0.02,0,100,23,23,4,12,99.5,45.1
296,Concrete,nano-SiO2,36.4,11.39,1.69,34.12,10.3,,738.12,860.07,20,20,0,,99.8,60.95
297,Concrete,nano-SiO2,36.4,11.39,1.69,34.12,10.3,,736.76,858.49,20,20,10,,99.8,59.73
298,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,0,0,99.6,35.18
299,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,1.8,20,99.6,38.04
300,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,3,20,99.6,42.06
301,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,4,20,99.6,44.07
302,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,4.99,20,99.6,43.11
303,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,5.99,20,99.6,42.3
304,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,1.8,100,99.6,36.22
305,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,3,100,99.6,39.76
306,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,4,100,99.6,41.63
307,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,4.99,100,99.6,41.02
308,Concrete,nano-SiO2,54.5,37.5,0.25,0.15,,,1168.69,629.27,80,20,5.99,100,99.6,40.09
309,Concrete,nano-SiO2,56.908,35.279,3.55,1.313,1.243,,1072.4,577.4,20,20,0,30,99.5,37.4
310,Concrete,nano-SiO2,56.909,35.278,3.55,1.313,1.243,,1072.4,577.4,20,20,2.34,30,99.5,41.5
311,Concrete,nano-SiO2,56.91,35.276,3.551,1.313,1.243,,1072.4,577.4,20,20,4.68,30,99.5,44.01
312,Concrete,nano-SiO2,56.907,35.283,3.549,1.313,1.243,,1072.4,577.4,20,20,7.02,30,99.5,47.05
313,Concrete,nano-SiO2,56.907,35.283,3.549,1.313,1.243,,1072.4,577.4,20,20,9.36,30,99.5,42.43
314,Concrete,nano-SiO2,55.2,23.13,3.62,10.81,1.11,,842,842,,,0,35,99.17,26.6
315,Concrete,nano-SiO2,58.582,21.38,3.343,9.978,1.041,,843,843,,,32,35,99.17,28.3
316,Concrete,nano-SiO2,53.02,22.157,3.334,13.999,1.529,,848,848,,,0,35,99.17,39.4
317,Concrete,nano-SiO2,56.486,20.444,3.068,13.045,1.444,,849,849,,,32,35,99.17,38
318,Concrete,nano-SiO2,33.4,13.4,0.76,42.7,5.3,,917,917,,,0,35,99.17,24.4
319,Concrete,nano-SiO2,38.459,12.398,0.703,39.415,4.908,,919,919,,,32,35,99.17,33.7
320,geopolymer,nano-SiO2,60.1,25.8,2.59,2.53,0.67,1.46,0,0,80,20,0,12,99.98,11.64
321,geopolymer,nano-SiO2,60.1,25.8,2.59,2.53,0.67,1.46,0,0,80,20,1,12,99.98,15.29
322,geopolymer,nano-SiO2,60.1,25.8,2.59,2.53,0.67,1.46,0,0,80,20,2,12,99.98,19.95
323,geopolymer,nano-SiO2,60.1,25.8,2.59,2.53,0.67,1.46,0,0,80,20,3,12,99.98,16.32
324,mortar,nano-SiO2,58.209,15.211,19.267,2.874,2.895,0.459,0,1086.2,20,20,0,,99.88,21.07
325,mortar,nano-SiO2,58.202,15.214,19.262,2.883,2.895,0.459,0,1086.2,20,20,7.24,,99.88,27.43
326,mortar,nano-SiO2,58.202,15.214,19.262,2.883,2.895,0.459,0,1086.2,20,20,14.48,,99.88,18.52
327,mortar,nano-SiO2,58.202,15.214,19.262,2.883,2.895,0.459,0,1086.2,20,20,21.72,,99.88,16.05
328,mortar,nano-SiO2,58.202,15.214,19.262,2.883,2.895,0.459,0,1086.2,20,20,28.96,,99.88,12.87
329,Concrete,nano-SiO2,36.2,19.9,11.9,14.2,1.88,0.4,1150,500,60,24,0,40,99.8,
330,Concrete,nano-SiO2,36.2,19.9,11.9,14.2,1.88,0.4,1036,500,60,24,0,41,99.8,
331,Concrete,nano-SiO2,36.2,19.9,11.9,14.2,1.88,0.4,1036,500,60,24,4.5,42,99.8,
332,Concrete,nano-SiO2,36.2,19.9,11.9,14.2,1.88,0.4,1036,500,60,24,9,43,99.8,
333,Concrete,nano-SiO2,36.2,19.9,11.9,14.2,1.88,0.4,1036,500,60,24,13.5,44,99.8,
334,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,20,20,0,20,99.75,24.11
335,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,20,20,2.41,20,99.75,27.4
336,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,20,20,4.81,20,99.75,30.22
337,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,20,20,7.22,20,99.75,26.99
338,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,20,20,9.62,20,99.75,26.24
339,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,80,20,0,20,99.75,36.69
340,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,80,20,2.41,20,99.75,38.31
341,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,80,20,4.81,20,99.75,41.17
342,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,80,20,7.22,20,99.75,39.2
343,Concrete,nano-SiO2,53.22,28.28,3.04,11.2,2.47,2.29,1094.51,589.35,80,20,9.62,20,99.75,38.31
344,mortar,nano-SiO2,54.679,37.378,2.544,1.845,0.593,,0,613.6,28,20,0,,99.9,44.2
345,mortar,nano-SiO2,54.679,37.379,2.544,1.845,0.593,,0,613.6,28,20,3.07,,99.9,46.14
346,mortar,nano-SiO2,54.679,37.378,2.544,1.845,0.593,,0,613.6,28,20,6.14,,99.9,48.58
347,mortar,nano-SiO2,54.679,37.378,2.544,1.845,0.593,,0,613.6,28,20,9.2,,99.9,51.96
348,mortar,nano-SiO2,54.679,37.378,2.544,1.845,0.593,,0,613.6,28,20,12.72,,99.9,49.28
349,mortar,nano-SiO2,54.679,37.379,2.544,1.845,0.593,,0,613.6,28,20,15.34,,99.9,47.14
350,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,0,10,,
351,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,9.93,10,,
352,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,19.86,10,,
353,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,29.79,10,,
354,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,39.72,10,,
355,Concrete,nano-SiO2,60.22,26.26,4.81,1.84,1.71,0.95,1120,560,60,60,49.5,10,,
356,Concrete,nano-SiO2,64.97,26.64,5.69,0.33,0.85,0.45,1085,723,60,25,0,10,99.78,34.62
357,Concrete,nano-SiO2,64.97,26.64,5.69,0.33,0.85,0.45,1085,723,60,25,26.4,10,99.78,46.43
358,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,0,20,99.87,31.4
359,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,4.2,20,99.87,32.3
360,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,8.4,20,99.87,36.5
361,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,12.6,20,99.87,34.2
362,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,16.8,20,99.87,32
363,Concrete,nano-SiO2,45.1,36.8,0.85,4.5,,0.4,1150,680,,,21,20,99.87,30.5
364,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,0,17,99.88,89.9
365,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,0.5,17,99.88,94.3
366,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,1,17,99.88,99
367,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,1.5,17,99.88,96.6
368,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,2,17,99.88,95.7
369,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,2.5,17,99.88,92.2
370,mortar,nano-SiO2,33.176,22.336,1.008,29.89,5.902,1.228,0,100,36,36,3,17,99.88,90.5
371,Concrete,nano-SiO2,30.47,17.83,1.05,33.54,6.71,1.33,1088,295,36,36,0,17,99.88,76.1
372,Concrete,nano-SiO2,30.57,17.78,1.04,33.47,6.67,1.33,1088,295,36,36,7,17,99.88,89.4
373,Concrete,nano-SiO2,30.66,17.74,1.03,33.41,6.64,1.32,1088,295,36,36,14,17,99.88,87.3
374,Concrete,nano-SiO2,30.76,17.68,1.03,33.34,6.6,1.32,1088,295,36,36,21,17,99.88,82.3
375,paste,nano-SiO2,29.32,12.96,15.64,25.79,2.94,0.3,0,0,23,23,0,12,99.98,29.6
376,paste,nano-SiO2,29.32,12.96,15.64,25.79,2.94,0.3,0,0,23,23,1,12,99.98,35.3
377,paste,nano-SiO2,29.32,12.96,15.64,25.79,2.94,0.3,0,0,23,23,2,12,99.98,31.8
378,paste,nano-SiO2,29.32,12.96,15.64,25.79,2.94,0.3,0,0,23,23,3,12,99.98,29.7
379,mortar,nano-SiO2,37.97,13.27,1.16,37.92,5.64,,0,279,20,20,0,,99.17,84.12
380,mortar,nano-SiO2,37.97,13.27,1.16,37.92,5.64,,0,276.5,20,20,2.5,,99.17,87.27
381,mortar,nano-SiO2,37.97,13.27,1.16,37.92,5.64,,0,273.5,20,20,5,,99.17,85.47
382,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,0,10,99.99,38.6
383,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,1.5,10,99.99,51.2
384,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,3,10,99.99,63.8
385,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,4.5,10,99.99,61.4
386,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,6,10,99.99,59.8
387,geopolymer,nano-SiO2,36.52,18.45,1.605,26.61,4.677,0.471,0,0,20,20,7.5,10,99.99,57.5
388,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,0,20,,16.6
389,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,5,20,,17.47
390,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,10,20,,17.8
391,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,15,20,,17.2
392,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,0,20,,23.6
393,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,5,20,,25
394,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,10,20,,26.2
395,Concrete,nano-SiO2,68.5,14,3,1.5,1.4,,,,,,15,20,,23.93
396,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,0,,98.6,57.66
397,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,0.5,,98.6,63.56
398,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,1,,98.6,52.84
399,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,2,,98.6,29.23
400,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,3,,98.6,22.89
401,paste,nano-SiO2,58.52,35.54,1.15,1.24,0.19,2.74,0,0,50,50,4,,98.6,16.72
402,mortar,nano-SiO2,46.69,29.14,13.81,3.29,1.4,0,0,1173,20,20,0,15,99.5,29.36
403,mortar,nano-SiO2,46.69,29.14,13.81,3.29,1.4,0,0,1173,20,20,7.33,15,99.5,46.74
404,mortar,nano-SiO2,46.69,29.14,13.81,3.29,1.4,0,0,1173,20,20,14.67,15,99.5,60.44
405,mortar,nano-SiO2,46.69,29.14,13.81,3.29,1.4,0,0,1173,20,20,22,15,99.5,38.11
406,mortar,nano-SiO2,44.131,26.696,12.699,9.321,1.52,0.2,0,1173,20,20,0,15,99.5,19.78
407,mortar,nano-SiO2,44.105,26.671,12.688,9.382,1.521,0.202,0,1173,20,20,7.33,15,99.5,38.65
408,mortar,nano-SiO2,44.079,26.646,12.676,9.444,1.522,0.204,0,1173,20,20,14.67,15,99.5,53.46
409,mortar,nano-SiO2,44.052,26.621,12.665,9.507,1.524,0.206,0,1173,20,20,22,15,99.5,33.48
410,mortar,nano-SiO2,44.18,26.606,11.816,9.614,1.19,0.359,0,1173,20,20,0,15,99.5,24.19
411,mortar,nano-SiO2,44.155,26.581,11.796,9.678,1.188,0.362,0,1173,20,20,7.33,15,99.5,35.16
412,mortar,nano-SiO2,44.129,26.555,11.776,9.743,1.186,0.366,0,1173,20,20,14.67,15,99.5,51.4
413,mortar,nano-SiO2,44.103,26.528,11.755,9.81,1.184,0.37,0,1173,20,20,22,15,99.5,39.03
414,Concrete,nano-SiO2,36.789,15.396,1.837,33.375,7.743,1.3,1058.4,705.6,20,20,0,20,99.99,65.56
415,Concrete,nano-SiO2,36.789,15.396,1.837,33.375,7.743,1.3,1058.4,705.6,20,20,9.4,20,99.99,73.56
416,Concrete,nano-SiO2,60.98,24.47,6.7,4.9,0.68,,695,690,,,0,30,99.5,
417,Concrete,nano-SiO2,60.98,24.47,6.7,4.9,0.68,,695,690,,,3,30,99.5,
418,Concrete,nano-SiO2,60.98,24.47,6.7,4.9,0.68,,695,690,,,6,30,99.5,
419,Concrete,nano-SiO2,60.98,24.47,6.7,4.9,0.68,,695,690,,,9,30,99.5,
420,Concrete,nano-SiO2,60.98,24.47,6.7,4.9,0.68,,695,690,,,12,30,99.5,
421,Concrete,nano-SiO2,36.49,13.655,1.99,35.86,5.465,,0,0,20,20,0,10,99.5,47.96
422,Concrete,nano-SiO2,36.539,13.653,1.999,35.817,5.458,,0,0,20,20,0.6,10,99.5,54.42
423,Concrete,nano-SiO2,36.589,13.651,2.008,35.773,5.45,,0,0,20,20,1.2,10,99.5,59.1
424,Concrete,nano-SiO2,36.64,13.649,2.017,35.729,5.442,,0,0,20,20,1.8,10,99.5,55.05
425,Concrete,nano-SiO2,36.691,13.647,2.027,35.684,5.435,,0,0,20,20,2.4,10,99.5,52.92
426,Concrete,nano-SiO2,36.743,13.644,2.036,35.639,5.427,,0,0,20,20,3,10,99.5,51.24
427,concrete,nano-SiO2,,,,,,,1000,816,,,0,25,99.5,
428,concrete,nano-SiO2,,,,,,,1000,717,,,18,25,99.5,
429,concrete,nano-SiO2,,,,,,,1000,718,,,36,25,99.5,
430,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,0,18,99.9,39.1
431,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,5.7,18,99.9,45.2
432,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,11.4,18,99.9,48.4
433,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,17.1,18,99.9,51.3
434,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,22.8,18,99.9,52.5
435,Concrete,nano-SiO2,53.7,32.1,4.7,9.4,0.87,,920,720,27,27,28.5,18,99.9,49.1
436,geopolymer,nano-SiO2,59.6,38,1.3,0.24,0.04,0.46,0,0,,,0,10,99.9,62.66
437,geopolymer,nano-SiO2,58.52,37.27,1.37,0.64,0.08,0.75,0,0,,,0,10,99.9,57.9
438,geopolymer,nano-SiO2,57.44,36.54,1.44,1.06,0.16,1.04,0,0,,,0,10,99.9,52.93
439,geopolymer,nano-SiO2,55.28,35.08,1.58,1.9,0.32,1.62,0,0,,,0,10,99.9,51.2
440,geopolymer,nano-SiO2,59.6,38,1.3,0.24,0.04,0.46,0,0,,,0.5,10,99.9,67.15
441,geopolymer,nano-SiO2,58.52,37.27,1.37,0.64,0.08,0.75,0,0,,,0.5,10,99.9,63.98
442,geopolymer,nano-SiO2,57.44,36.54,1.44,1.06,0.16,1.04,0,0,,,0.5,10,99.9,58.32
443,geopolymer,nano-SiO2,55.28,35.08,1.58,1.9,0.32,1.62,0,0,,,0.5,10,99.9,56.5
444,geopolymer,nano-SiO2,59.6,38,1.3,0.24,0.04,0.46,0,0,,,1,10,99.9,59.22
445,geopolymer,nano-SiO2,58.52,37.27,1.37,0.64,0.08,0.75,0,0,,,1,10,99.9,61.65
446,geopolymer,nano-SiO2,57.44,36.54,1.44,1.06,0.16,1.04,0,0,,,1,10,99.9,57.48
447,geopolymer,nano-SiO2,55.28,35.08,1.58,1.9,0.32,1.62,0,0,,,1,10,99.9,52.91
448,geopolymer,nano-SiO2,59.6,38,1.3,0.24,0.04,0.46,0,0,,,2,10,99.9,56.96
449,geopolymer,nano-SiO2,58.52,37.27,1.37,0.64,0.08,0.75,0,0,,,2,10,99.9,58.52
450,geopolymer,nano-SiO2,57.44,36.54,1.44,1.06,0.16,1.04,0,0,,,2,10,99.9,55.89
451,geopolymer,nano-SiO2,55.28,35.08,1.58,1.9,0.32,1.62,0,0,,,2,10,99.9,54.63
452,Concrete,nano-SiO2,54.1,43.5,0.2,0.1,0.08,1.3,850,850,67,23,0,14,99.88,58.98
453,Concrete,nano-SiO2,54.1,43.5,0.2,0.1,0.08,1.3,850,850,67,23,6,14,99.88,47.18
